,filename,p0,J,v0,f,dt,a,k,L,Dr
148,p03.40_J-0.12_v01.00e+00.npy,3.4000000000000004,-0.12,1.0,200,0.05,0.4,2,10,0.01
149,p03.40_J-0.16_v01.00e+00.npy,3.4000000000000004,-0.16,1.0,200,0.05,0.4,2,10,0.01
150,p03.50_J-0.00_v01.00e+00.npy,3.5,-0.0,1.0,200,0.05,0.4,2,10,0.01
151,p03.50_J-0.04_v01.00e+00.npy,3.5,-0.04,1.0,200,0.05,0.4,2,10,0.01
152,p03.50_J-0.08_v01.00e+00.npy,3.5,-0.08,1.0,200,0.05,0.4,2,10,0.01
153,p03.50_J-0.12_v01.00e+00.npy,3.5,-0.12,1.0,200,0.05,0.4,2,10,0.01
154,p03.50_J-0.16_v01.00e+00.npy,3.5,-0.16,1.0,200,0.05,0.4,2,10,0.01
155,p03.60_J-0.00_v01.00e+00.npy,3.6,-0.0,1.0,200,0.05,0.4,2,10,0.01
156,p03.60_J-0.04_v01.00e+00.npy,3.6,-0.04,1.0,200,0.05,0.4,2,10,0.01
157,p03.60_J-0.08_v01.00e+00.npy,3.6,-0.08,1.0,200,0.05,0.4,2,10,0.01
158,p03.60_J-0.12_v01.00e+00.npy,3.6,-0.12,1.0,200,0.05,0.4,2,10,0.01
159,p03.60_J-0.16_v01.00e+00.npy,3.6,-0.16,1.0,200,0.05,0.4,2,10,0.01
160,p03.70_J-0.00_v01.00e+00.npy,3.7,-0.0,1.0,200,0.05,0.4,2,10,0.01
161,p03.70_J-0.04_v01.00e+00.npy,3.7,-0.04,1.0,200,0.05,0.4,2,10,0.01
162,p03.70_J-0.08_v01.00e+00.npy,3.7,-0.08,1.0,200,0.05,0.4,2,10,0.01
163,p03.70_J-0.12_v01.00e+00.npy,3.7,-0.12,1.0,200,0.05,0.4,2,10,0.01
164,p03.70_J-0.16_v01.00e+00.npy,3.7,-0.16,1.0,200,0.05,0.4,2,10,0.01
165,p03.80_J-0.00_v01.00e+00.npy,3.8,-0.0,1.0,200,0.05,0.4,2,10,0.01
166,p03.80_J-0.04_v01.00e+00.npy,3.8,-0.04,1.0,200,0.05,0.4,2,10,0.01
167,p03.80_J-0.08_v01.00e+00.npy,3.8,-0.08,1.0,200,0.05,0.4,2,10,0.01
168,p03.80_J-0.12_v01.00e+00.npy,3.8,-0.12,1.0,200,0.05,0.4,2,10,0.01
169,p03.80_J-0.16_v01.00e+00.npy,3.8,-0.16,1.0,200,0.05,0.4,2,10,0.01
170,p03.90_J-0.00_v01.00e+00.npy,3.9,-0.0,1.0,200,0.05,0.4,2,10,0.01
171,p03.90_J-0.04_v01.00e+00.npy,3.9,-0.04,1.0,200,0.05,0.4,2,10,0.01
172,p03.90_J-0.08_v01.00e+00.npy,3.9,-0.08,1.0,200,0.05,0.4,2,10,0.01
173,p03.90_J-0.12_v01.00e+00.npy,3.9,-0.12,1.0,200,0.05,0.4,2,10,0.01
174,p03.90_J-0.16_v01.00e+00.npy,3.9,-0.16,1.0,200,0.05,0.4,2,10,0.01
175,p04.00_J-0.00_v01.00e+00.npy,4.0,-0.0,1.0,200,0.05,0.4,2,10,0.01
176,p04.00_J-0.04_v01.00e+00.npy,4.0,-0.04,1.0,200,0.05,0.4,2,10,0.01
177,p04.00_J-0.08_v01.00e+00.npy,4.0,-0.08,1.0,200,0.05,0.4,2,10,0.01
178,p04.00_J-0.12_v01.00e+00.npy,4.0,-0.12,1.0,200,0.05,0.4,2,10,0.01
179,p04.00_J-0.16_v01.00e+00.npy,4.0,-0.16,1.0,200,0.05,0.4,2,10,0.01
180,p03.20_J-0.00_v03.16e+00.npy,3.2,-0.0,3.1622776601683795,200,0.05,0.4,2,10,0.01
181,p03.20_J-0.04_v03.16e+00.npy,3.2,-0.04,3.1622776601683795,200,0.05,0.4,2,10,0.01
182,p03.20_J-0.08_v03.16e+00.npy,3.2,-0.08,3.1622776601683795,200,0.05,0.4,2,10,0.01
183,p03.20_J-0.12_v03.16e+00.npy,3.2,-0.12,3.1622776601683795,200,0.05,0.4,2,10,0.01
184,p03.20_J-0.16_v03.16e+00.npy,3.2,-0.16,3.1622776601683795,200,0.05,0.4,2,10,0.01
185,p03.30_J-0.00_v03.16e+00.npy,3.3000000000000003,-0.0,3.1622776601683795,200,0.05,0.4,2,10,0.01
186,p03.30_J-0.04_v03.16e+00.npy,3.3000000000000003,-0.04,3.1622776601683795,200,0.05,0.4,2,10,0.01
187,p03.30_J-0.08_v03.16e+00.npy,3.3000000000000003,-0.08,3.1622776601683795,200,0.05,0.4,2,10,0.01
188,p03.30_J-0.12_v03.16e+00.npy,3.3000000000000003,-0.12,3.1622776601683795,200,0.05,0.4,2,10,0.01
189,p03.30_J-0.16_v03.16e+00.npy,3.3000000000000003,-0.16,3.1622776601683795,200,0.05,0.4,2,10,0.01
190,p03.40_J-0.00_v03.16e+00.npy,3.4000000000000004,-0.0,3.1622776601683795,200,0.05,0.4,2,10,0.01
191,p03.40_J-0.04_v03.16e+00.npy,3.4000000000000004,-0.04,3.1622776601683795,200,0.05,0.4,2,10,0.01
192,p03.40_J-0.08_v03.16e+00.npy,3.4000000000000004,-0.08,3.1622776601683795,200,0.05,0.4,2,10,0.01
193,p03.40_J-0.12_v03.16e+00.npy,3.4000000000000004,-0.12,3.1622776601683795,200,0.05,0.4,2,10,0.01
194,p03.40_J-0.16_v03.16e+00.npy,3.4000000000000004,-0.16,3.1622776601683795,200,0.05,0.4,2,10,0.01
195,p03.50_J-0.00_v03.16e+00.npy,3.5,-0.0,3.1622776601683795,200,0.05,0.4,2,10,0.01
196,p03.50_J-0.04_v03.16e+00.npy,3.5,-0.04,3.1622776601683795,200,0.05,0.4,2,10,0.01
197,p03.50_J-0.08_v03.16e+00.npy,3.5,-0.08,3.1622776601683795,200,0.05,0.4,2,10,0.01
