,D_eff_n_c,data_fname,D_eff,p0,v0,replicate,f,t0,tmax,dt,n_t,a,k,J,L
611,37,p03.62_v06.00e-03_rep2.npy,0.0344955362379551,3.62,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
612,7,p03.62_v01.40e-02_rep2.npy,0.016770652514331203,3.62,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
613,19,p03.62_v01.40e-02_rep2.npy,0.01977566173490214,3.62,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
614,37,p03.62_v01.40e-02_rep2.npy,0.03099399143639877,3.62,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
615,7,p03.62_v02.20e-02_rep2.npy,0.037566766389145335,3.62,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
616,19,p03.62_v02.20e-02_rep2.npy,0.04302758939010053,3.62,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
617,37,p03.62_v02.20e-02_rep2.npy,0.05062097791305259,3.62,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
618,7,p03.62_v02.60e-02_rep2.npy,0.06530524710931725,3.62,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
619,19,p03.62_v02.60e-02_rep2.npy,0.06475126337722918,3.62,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
620,37,p03.62_v02.60e-02_rep2.npy,0.07672837147345914,3.62,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
621,7,p03.62_v03.00e-02_rep2.npy,0.041219075520833336,3.62,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
622,19,p03.62_v03.00e-02_rep2.npy,0.05110347933239407,3.62,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
623,37,p03.62_v03.00e-02_rep2.npy,0.05007340510686239,3.62,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
624,7,p03.66_v02.00e-03_rep2.npy,0.02667386725079269,3.66,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
625,19,p03.66_v02.00e-03_rep2.npy,0.0319525832310319,3.66,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
626,37,p03.66_v02.00e-03_rep2.npy,0.03425067116040737,3.66,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
627,7,p03.66_v06.00e-03_rep2.npy,0.012860839099933706,3.66,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
628,19,p03.66_v06.00e-03_rep2.npy,0.01343243703660038,3.66,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
629,37,p03.66_v06.00e-03_rep2.npy,0.010967517219897777,3.66,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
630,7,p03.66_v01.00e-02_rep2.npy,0.006380041595548394,3.66,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
631,19,p03.66_v01.00e-02_rep2.npy,0.008782746270298961,3.66,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
632,37,p03.66_v01.00e-02_rep2.npy,0.00930179096758366,3.66,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
633,7,p03.66_v01.40e-02_rep2.npy,0.02172698970047796,3.66,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
634,19,p03.66_v01.40e-02_rep2.npy,0.02308888931055459,3.66,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
635,37,p03.66_v01.40e-02_rep2.npy,0.02224971445239321,3.66,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
636,7,p03.66_v01.80e-02_rep2.npy,0.024693836400538332,3.66,0.018,2,200,0,4,0.025,32001,0.4,2,0.0,10
637,19,p03.66_v01.80e-02_rep2.npy,0.02603962051647682,3.66,0.018,2,200,0,4,0.025,32001,0.4,2,0.0,10
638,37,p03.66_v01.80e-02_rep2.npy,0.024556915885136463,3.66,0.018,2,200,0,4,0.025,32001,0.4,2,0.0,10
639,7,p03.66_v02.60e-02_rep2.npy,0.03727983088182982,3.66,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
640,19,p03.66_v02.60e-02_rep2.npy,0.0395932141140368,3.66,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
641,37,p03.66_v02.60e-02_rep2.npy,0.04401359508728842,3.66,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
642,7,p03.66_v02.20e-02_rep2.npy,0.01904940894566292,3.66,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
643,19,p03.66_v02.20e-02_rep2.npy,0.0310944193158268,3.66,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
644,37,p03.66_v02.20e-02_rep2.npy,0.028229523296198576,3.66,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
645,7,p03.66_v03.00e-02_rep2.npy,0.03426923685603672,3.66,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
646,19,p03.66_v03.00e-02_rep2.npy,0.0398165418042077,3.66,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
647,37,p03.66_v03.00e-02_rep2.npy,0.0397542847527398,3.66,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
648,7,p03.70_v02.00e-03_rep2.npy,0.03942541661672295,3.7,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
649,19,p03.70_v02.00e-03_rep2.npy,0.07990559679456055,3.7,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
650,37,p03.70_v02.00e-03_rep2.npy,0.07200664840638638,3.7,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
651,7,p03.70_v06.00e-03_rep2.npy,0.006654063084473213,3.7,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
652,19,p03.70_v06.00e-03_rep2.npy,0.021568463287419744,3.7,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
653,37,p03.70_v06.00e-03_rep2.npy,0.02585187968280581,3.7,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
654,7,p03.70_v01.40e-02_rep2.npy,0.09095243045261933,3.7,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
655,19,p03.70_v01.40e-02_rep2.npy,0.08125007152557377,3.7,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
656,37,p03.70_v01.40e-02_rep2.npy,0.06897287557319721,3.7,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
657,7,p03.70_v01.00e-02_rep2.npy,0.007614675443619492,3.7,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
658,19,p03.70_v01.00e-02_rep2.npy,0.03273726627230645,3.7,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
659,37,p03.70_v01.00e-02_rep2.npy,0.03428741171956064,3.7,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
660,7,p03.70_v01.80e-02_rep2.npy,0.0950563193103414,3.7,0.018,2,200,0,4,0.025,32001,0.4,2,0.0,10
661,19,p03.70_v01.80e-02_rep2.npy,0.07410714931694083,3.7,0.018,2,200,0,4,0.025,32001,0.4,2,0.0,10
662,37,p03.70_v01.80e-02_rep2.npy,0.07087430100382114,3.7,0.018,2,200,0,4,0.025,32001,0.4,2,0.0,10
663,7,p03.70_v02.60e-02_rep2.npy,0.0920118576676183,3.7,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
664,19,p03.70_v02.60e-02_rep2.npy,0.08381835278674701,3.7,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
665,37,p03.70_v02.60e-02_rep2.npy,0.06952276508483665,3.7,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
666,7,p03.70_v02.20e-02_rep2.npy,0.1359183803077572,3.7,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
667,19,p03.70_v02.20e-02_rep2.npy,0.10294589745111704,3.7,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
668,37,p03.70_v02.20e-02_rep2.npy,0.07705038859824505,3.7,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
669,7,p03.70_v03.00e-02_rep2.npy,0.0906367301940918,3.7,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
670,19,p03.70_v03.00e-02_rep2.npy,0.07052899069256252,3.7,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
671,37,p03.70_v03.00e-02_rep2.npy,0.06415941317876181,3.7,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
672,7,p03.74_v02.00e-03_rep2.npy,0.1019660267047584,3.74,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
673,19,p03.74_v02.00e-03_rep2.npy,0.103214243426919,3.74,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
674,37,p03.74_v02.00e-03_rep2.npy,0.10917012114077808,3.74,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
675,7,p03.74_v06.00e-03_rep2.npy,0.045517361205485135,3.74,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
676,19,p03.74_v06.00e-03_rep2.npy,0.038984798205395535,3.74,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
677,37,p03.74_v06.00e-03_rep2.npy,0.040458719660010606,3.74,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
678,7,p03.74_v01.00e-02_rep2.npy,0.13346661627292636,3.74,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
679,19,p03.74_v01.00e-02_rep2.npy,0.10135105252265933,3.74,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
680,37,p03.74_v01.00e-02_rep2.npy,0.0879558324813843,3.74,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
681,7,p03.74_v01.40e-02_rep2.npy,0.13399510359277536,3.74,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
682,19,p03.74_v01.40e-02_rep2.npy,0.11864850411609733,3.74,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
683,37,p03.74_v01.40e-02_rep2.npy,0.09506353158123644,3.74,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
684,7,p03.74_v01.80e-02_rep2.npy,0.06713781183884471,3.74,0.018,2,200,0,4,0.025,32001,0.4,2,0.0,10
685,19,p03.74_v01.80e-02_rep2.npy,0.0922426765347705,3.74,0.018,2,200,0,4,0.025,32001,0.4,2,0.0,10
686,37,p03.74_v01.80e-02_rep2.npy,0.09104501869943413,3.74,0.018,2,200,0,4,0.025,32001,0.4,2,0.0,10
687,7,p03.74_v02.20e-02_rep2.npy,0.08170511727490702,3.74,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
688,19,p03.74_v02.20e-02_rep2.npy,0.08042858651846893,3.74,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
689,37,p03.74_v02.20e-02_rep2.npy,0.08665169319830651,3.74,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
690,7,p03.74_v02.60e-02_rep2.npy,0.061531289971086436,3.74,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
691,19,p03.74_v02.60e-02_rep2.npy,0.06189563658815873,3.74,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
692,37,p03.74_v02.60e-02_rep2.npy,0.07493204090016838,3.74,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
693,7,p03.74_v03.00e-02_rep2.npy,0.057550410429636635,3.74,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
694,19,p03.74_v03.00e-02_rep2.npy,0.0719015465842353,3.74,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
695,37,p03.74_v03.00e-02_rep2.npy,0.06292544470893012,3.74,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
696,7,p03.78_v02.00e-03_rep2.npy,0.1717823441140354,3.78,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
697,19,p03.78_v02.00e-03_rep2.npy,0.1524178311228752,3.78,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
698,37,p03.78_v02.00e-03_rep2.npy,0.15190111007541418,3.78,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
699,7,p03.78_v06.00e-03_rep2.npy,0.13625801851352054,3.78,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
700,19,p03.78_v06.00e-03_rep2.npy,0.13290376712878546,3.78,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
701,37,p03.78_v06.00e-03_rep2.npy,0.1871491058005227,3.78,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
702,7,p03.78_v01.00e-02_rep2.npy,0.10326559096574787,3.78,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
703,19,p03.78_v01.00e-02_rep2.npy,0.107019953429699,3.78,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
704,37,p03.78_v01.00e-02_rep2.npy,0.1332076340913773,3.78,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
705,7,p03.78_v01.40e-02_rep2.npy,0.07074850858474267,3.78,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
706,19,p03.78_v01.40e-02_rep2.npy,0.11859548335172697,3.78,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
707,37,p03.78_v01.40e-02_rep2.npy,0.13636758132856724,3.78,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
708,7,p03.78_v01.80e-02_rep2.npy,0.11738849642836025,3.78,0.018,2,200,0,4,0.025,32001,0.4,2,0.0,10
709,19,p03.78_v01.80e-02_rep2.npy,0.105164494411445,3.78,0.018,2,200,0,4,0.025,32001,0.4,2,0.0,10
710,37,p03.78_v01.80e-02_rep2.npy,0.10625717264634596,3.78,0.018,2,200,0,4,0.025,32001,0.4,2,0.0,10
711,7,p03.78_v02.60e-02_rep2.npy,0.07580434958610313,3.78,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
712,19,p03.78_v02.60e-02_rep2.npy,0.10248081394906586,3.78,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
713,37,p03.78_v02.60e-02_rep2.npy,0.09605597109484254,3.78,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
714,7,p03.78_v02.20e-02_rep2.npy,0.12031509117646652,3.78,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
715,19,p03.78_v02.20e-02_rep2.npy,0.11591915010420747,3.78,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
716,37,p03.78_v02.20e-02_rep2.npy,0.10308713213471343,3.78,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
717,7,p03.78_v03.00e-02_rep2.npy,0.07933797438939412,3.78,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
718,19,p03.78_v03.00e-02_rep2.npy,0.07261793480979073,3.78,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
719,37,p03.78_v03.00e-02_rep2.npy,0.07326589690314399,3.78,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
720,7,p03.82_v02.00e-03_rep2.npy,0.08293056744150819,3.82,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
721,19,p03.82_v02.00e-03_rep2.npy,0.2301765372976661,3.82,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
722,37,p03.82_v02.00e-03_rep2.npy,0.3215952543541789,3.82,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
723,7,p03.82_v06.00e-03_rep2.npy,0.1200742812620269,3.82,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
724,19,p03.82_v06.00e-03_rep2.npy,0.1852252210179965,3.82,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
725,37,p03.82_v06.00e-03_rep2.npy,0.183002216120561,3.82,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
726,7,p03.82_v01.00e-02_rep2.npy,0.2999339997768403,3.82,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
727,19,p03.82_v01.00e-02_rep2.npy,0.1974444836378098,3.82,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
728,37,p03.82_v01.00e-02_rep2.npy,0.17025791108608251,3.82,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
729,7,p03.82_v01.40e-02_rep2.npy,0.20231814408788884,3.82,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
730,19,p03.82_v01.40e-02_rep2.npy,0.12724734842777258,3.82,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
731,37,p03.82_v01.40e-02_rep2.npy,0.11787110445450767,3.82,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
732,7,p03.82_v02.20e-02_rep2.npy,0.10543428669291097,3.82,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
733,19,p03.82_v02.20e-02_rep2.npy,0.1354497203156968,3.82,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
734,37,p03.82_v02.20e-02_rep2.npy,0.13330713037616956,3.82,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
735,7,p03.82_v01.80e-02_rep2.npy,0.20544177588121398,3.82,0.018,2,200,0,4,0.025,32001,0.4,2,0.0,10
736,19,p03.82_v01.80e-02_rep2.npy,0.1530669261643917,3.82,0.018,2,200,0,4,0.025,32001,0.4,2,0.0,10
737,37,p03.82_v01.80e-02_rep2.npy,0.1311107642120786,3.82,0.018,2,200,0,4,0.025,32001,0.4,2,0.0,10
738,7,p03.82_v02.60e-02_rep2.npy,0.08763718534503467,3.82,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
739,19,p03.82_v02.60e-02_rep2.npy,0.09472304900017016,3.82,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
740,37,p03.82_v02.60e-02_rep2.npy,0.09058091414750684,3.82,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
741,7,p03.82_v03.00e-02_rep2.npy,0.1217855215072632,3.82,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
742,19,p03.82_v03.00e-02_rep2.npy,0.09020515945222644,3.82,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
743,37,p03.82_v03.00e-02_rep2.npy,0.07514536380767822,3.82,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
744,7,p03.86_v02.00e-03_rep2.npy,0.8835989050567151,3.86,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
745,19,p03.86_v02.00e-03_rep2.npy,0.7197850849479438,3.86,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
746,37,p03.86_v02.00e-03_rep2.npy,0.6795639172196388,3.86,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
747,7,p03.86_v06.00e-03_rep2.npy,0.2371374103758071,3.86,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
748,19,p03.86_v06.00e-03_rep2.npy,0.1934707578685549,3.86,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
749,37,p03.86_v06.00e-03_rep2.npy,0.2235917581452264,3.86,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
750,7,p03.86_v01.00e-02_rep2.npy,0.17582750320434576,3.86,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
751,19,p03.86_v01.00e-02_rep2.npy,0.2530790269374848,3.86,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
752,37,p03.86_v01.00e-02_rep2.npy,0.21349090337753304,3.86,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
753,7,p03.86_v01.40e-02_rep2.npy,0.18053249436981836,3.86,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
754,19,p03.86_v01.40e-02_rep2.npy,0.1905821111737466,3.86,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
755,37,p03.86_v01.40e-02_rep2.npy,0.15524869062462635,3.86,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
756,7,p03.86_v01.80e-02_rep2.npy,0.1018620751522206,3.86,0.018,2,200,0,4,0.025,32001,0.4,2,0.0,10
757,19,p03.86_v01.80e-02_rep2.npy,0.1119465095761382,3.86,0.018,2,200,0,4,0.025,32001,0.4,2,0.0,10
758,37,p03.86_v01.80e-02_rep2.npy,0.11897489980415067,3.86,0.018,2,200,0,4,0.025,32001,0.4,2,0.0,10
759,7,p03.86_v02.20e-02_rep2.npy,0.11125811614280892,3.86,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
760,19,p03.86_v02.20e-02_rep2.npy,0.10001036253842442,3.86,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
761,37,p03.86_v02.20e-02_rep2.npy,0.10294432728743752,3.86,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
762,7,p03.86_v02.60e-02_rep2.npy,0.10535312298486928,3.86,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
763,19,p03.86_v02.60e-02_rep2.npy,0.10780223022551233,3.86,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
764,37,p03.86_v02.60e-02_rep2.npy,0.09819511654814324,3.86,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
765,7,p03.86_v03.00e-02_rep2.npy,0.09258065621058144,3.86,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
766,19,p03.86_v03.00e-02_rep2.npy,0.09016566144095528,3.86,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
767,37,p03.86_v03.00e-02_rep2.npy,0.07268555959065756,3.86,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
768,7,p03.90_v02.00e-03_rep2.npy,1.213743630796671,3.9,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
769,19,p03.90_v02.00e-03_rep2.npy,1.1631734669208529,3.9,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
770,37,p03.90_v02.00e-03_rep2.npy,1.0864360257983208,3.9,0.002,2,200,0,4,0.025,32001,0.4,2,0.0,10
771,7,p03.90_v01.40e-02_rep2.npy,0.09422394998219552,3.9,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
772,19,p03.90_v01.40e-02_rep2.npy,0.16152883062557305,3.9,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
773,37,p03.90_v01.40e-02_rep2.npy,0.16802269585278576,3.9,0.014,2,200,0,4,0.025,32001,0.4,2,0.0,10
774,7,p03.90_v06.00e-03_rep2.npy,0.4211412535773384,3.9,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
775,19,p03.90_v06.00e-03_rep2.npy,0.2521730752454864,3.9,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
776,37,p03.90_v06.00e-03_rep2.npy,0.19742767843935227,3.9,0.006,2,200,0,4,0.025,32001,0.4,2,0.0,10
777,7,p03.90_v01.00e-02_rep2.npy,0.3289219439029695,3.9,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
778,19,p03.90_v01.00e-02_rep2.npy,0.251299023628235,3.9,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
779,37,p03.90_v01.00e-02_rep2.npy,0.2110452950000764,3.9,0.01,2,200,0,4,0.025,32001,0.4,2,0.0,10
780,7,p03.90_v01.80e-02_rep2.npy,0.23089382383558496,3.9,0.018,2,200,0,4,0.025,32001,0.4,2,0.0,10
781,19,p03.90_v01.80e-02_rep2.npy,0.1750615827831222,3.9,0.018,2,200,0,4,0.025,32001,0.4,2,0.0,10
782,37,p03.90_v01.80e-02_rep2.npy,0.1919317944550221,3.9,0.018,2,200,0,4,0.025,32001,0.4,2,0.0,10
783,7,p03.90_v02.20e-02_rep2.npy,0.12970848763284604,3.9,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
784,19,p03.90_v02.20e-02_rep2.npy,0.1214089965032152,3.9,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
785,37,p03.90_v02.20e-02_rep2.npy,0.12091879755997463,3.9,0.022,2,200,0,4,0.025,32001,0.4,2,0.0,10
786,7,p03.90_v02.60e-02_rep2.npy,0.15173102977007813,3.9,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
787,19,p03.90_v02.60e-02_rep2.npy,0.11678190802681382,3.9,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
788,37,p03.90_v02.60e-02_rep2.npy,0.10633555918755623,3.9,0.026,2,200,0,4,0.025,32001,0.4,2,0.0,10
789,7,p03.90_v03.00e-02_rep2.npy,0.10128200716442533,3.9,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
790,19,p03.90_v03.00e-02_rep2.npy,0.08004706435733372,3.9,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
791,37,p03.90_v03.00e-02_rep2.npy,0.07153692510392931,3.9,0.03,2,200,0,4,0.025,32001,0.4,2,0.0,10
