,filename,p0,J,v0,f,dt,a,k,L,Dr,D_eff
195,p03.50_J-0.00_v03.16e+00.npy,3.5,-0.0,3.1622776601683795,200,0.05,0.4,2,10,0.01,4.428437270787974e-12
196,p03.50_J-0.04_v03.16e+00.npy,3.5,-0.04,3.1622776601683795,200,0.05,0.4,2,10,0.01,8.924141815845446e-11
197,p03.50_J-0.08_v03.16e+00.npy,3.5,-0.08,3.1622776601683795,200,0.05,0.4,2,10,0.01,1.539614832212787e-10
198,p03.50_J-0.12_v03.16e+00.npy,3.5,-0.12,3.1622776601683795,200,0.05,0.4,2,10,0.01,2.2193487193702002e-10
199,p03.50_J-0.16_v03.16e+00.npy,3.5,-0.16,3.1622776601683795,200,0.05,0.4,2,10,0.01,1.8269431180532596e-10
200,p03.60_J-0.00_v03.16e+00.npy,3.6,-0.0,3.1622776601683795,200,0.05,0.4,2,10,0.01,1.865570716251172e-12
201,p03.60_J-0.04_v03.16e+00.npy,3.6,-0.04,3.1622776601683795,200,0.05,0.4,2,10,0.01,1.2682882012981791e-10
202,p03.60_J-0.08_v03.16e+00.npy,3.6,-0.08,3.1622776601683795,200,0.05,0.4,2,10,0.01,1.9391378263601409e-10
203,p03.60_J-0.12_v03.16e+00.npy,3.6,-0.12,3.1622776601683795,200,0.05,0.4,2,10,0.01,2.205590443062518e-10
204,p03.60_J-0.16_v03.16e+00.npy,3.6,-0.16,3.1622776601683795,200,0.05,0.4,2,10,0.01,2.364034422054401e-10
205,p03.70_J-0.00_v03.16e+00.npy,3.7,-0.0,3.1622776601683795,200,0.05,0.4,2,10,0.01,2.971249262650797e-12
206,p03.70_J-0.04_v03.16e+00.npy,3.7,-0.04,3.1622776601683795,200,0.05,0.4,2,10,0.01,1.520661441737894e-10
207,p03.70_J-0.08_v03.16e+00.npy,3.7,-0.08,3.1622776601683795,200,0.05,0.4,2,10,0.01,2.2143774066565292e-10
208,p03.70_J-0.12_v03.16e+00.npy,3.7,-0.12,3.1622776601683795,200,0.05,0.4,2,10,0.01,2.443402135799053e-10
209,p03.70_J-0.16_v03.16e+00.npy,3.7,-0.16,3.1622776601683795,200,0.05,0.4,2,10,0.01,1.9319228370236895e-10
210,p03.80_J-0.00_v03.16e+00.npy,3.8,-0.0,3.1622776601683795,200,0.05,0.4,2,10,0.01,1.82127857214212e-11
211,p03.80_J-0.04_v03.16e+00.npy,3.8,-0.04,3.1622776601683795,200,0.05,0.4,2,10,0.01,1.7036966112030864e-10
212,p03.80_J-0.08_v03.16e+00.npy,3.8,-0.08,3.1622776601683795,200,0.05,0.4,2,10,0.01,1.9315780457031214e-10
213,p03.80_J-0.12_v03.16e+00.npy,3.8,-0.12,3.1622776601683795,200,0.05,0.4,2,10,0.01,1.9382304023574359e-10
214,p03.80_J-0.16_v03.16e+00.npy,3.8,-0.16,3.1622776601683795,200,0.05,0.4,2,10,0.01,2.4022119401820064e-10
215,p03.90_J-0.00_v03.16e+00.npy,3.9,-0.0,3.1622776601683795,200,0.05,0.4,2,10,0.01,9.265406251989238e-11
216,p03.90_J-0.04_v03.16e+00.npy,3.9,-0.04,3.1622776601683795,200,0.05,0.4,2,10,0.01,1.6044288953761216e-10
217,p03.90_J-0.08_v03.16e+00.npy,3.9,-0.08,3.1622776601683795,200,0.05,0.4,2,10,0.01,2.2041755172284146e-10
218,p03.90_J-0.12_v03.16e+00.npy,3.9,-0.12,3.1622776601683795,200,0.05,0.4,2,10,0.01,1.9450663298444812e-10
219,p03.90_J-0.16_v03.16e+00.npy,3.9,-0.16,3.1622776601683795,200,0.05,0.4,2,10,0.01,2.611501910792135e-10
220,p04.00_J-0.00_v03.16e+00.npy,4.0,-0.0,3.1622776601683795,200,0.05,0.4,2,10,0.01,1.2287742070470492e-10
221,p04.00_J-0.04_v03.16e+00.npy,4.0,-0.04,3.1622776601683795,200,0.05,0.4,2,10,0.01,1.9764868917036676e-10
222,p04.00_J-0.08_v03.16e+00.npy,4.0,-0.08,3.1622776601683795,200,0.05,0.4,2,10,0.01,1.8086353545412103e-10
223,p04.00_J-0.12_v03.16e+00.npy,4.0,-0.12,3.1622776601683795,200,0.05,0.4,2,10,0.01,1.91087268619312e-10
224,p04.00_J-0.16_v03.16e+00.npy,4.0,-0.16,3.1622776601683795,200,0.05,0.4,2,10,0.01,1.7476947551503428e-10
