.,BFP,BFP,BFP,BFP,BFP,BFP,BFP,BFP,BFP,BFP,GFP,GFP,GFP,GFP,GFP,GFP,GFP,GFP,GFP,GFP
.,1d,1d,2d,2d,3d,3d,4d,4d,5d,5d,1d,1d,2d,2d,3d,3d,4d,4d,5d,5d
Distance (um),unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized
569.94,71.50,0.69,90.55,0.78,99.75,0.80,122.94,0.93,115.05,0.87,8.48,0.62,13.30,0.48,9.95,0.25,6.85,0.06,6.43,0.08
573.71,75.08,0.73,93.22,0.80,100.37,0.80,124.52,0.95,113.99,0.86,8.37,0.61,12.23,0.43,9.65,0.24,6.78,0.06,6.17,0.07
577.48,76.75,0.74,92.64,0.80,100.56,0.80,123.63,0.94,115.48,0.87,8.76,0.65,11.78,0.41,9.60,0.24,7.08,0.07,6.06,0.07
581.26,75.35,0.73,93.91,0.81,102.07,0.82,118.09,0.89,113.48,0.86,8.49,0.62,11.25,0.38,9.84,0.24,7.63,0.08,5.60,0.06
585.03,71.73,0.69,92.25,0.80,104.44,0.84,111.56,0.84,112.58,0.85,8.44,0.62,10.93,0.37,10.36,0.27,7.67,0.09,5.35,0.05
588.81,72.74,0.70,86.59,0.75,103.95,0.83,107.94,0.81,110.88,0.83,8.96,0.67,11.30,0.39,10.34,0.26,7.58,0.08,5.73,0.06
592.58,77.44,0.75,82.93,0.71,105.33,0.84,108.71,0.81,113.40,0.85,9.67,0.74,10.95,0.37,10.79,0.28,8.07,0.10,5.79,0.07
596.36,78.76,0.76,79.11,0.68,107.29,0.86,107.54,0.80,113.31,0.85,10.60,0.83,10.64,0.36,10.38,0.27,9.05,0.12,6.29,0.08
600.13,81.53,0.79,80.05,0.69,105.66,0.85,113.50,0.85,108.86,0.82,11.69,0.93,11.12,0.38,10.03,0.25,8.72,0.11,6.36,0.08
603.91,86.38,0.84,84.57,0.73,107.60,0.86,110.44,0.83,103.75,0.77,11.41,0.90,10.76,0.36,10.38,0.27,7.86,0.09,6.11,0.07
607.68,86.25,0.84,93.03,0.80,109.93,0.88,109.57,0.82,106.77,0.80,11.20,0.88,11.05,0.38,11.09,0.29,7.81,0.09,5.47,0.06
611.45,86.27,0.84,97.48,0.84,109.42,0.88,109.52,0.82,110.84,0.83,10.83,0.85,11.81,0.41,11.06,0.29,8.24,0.10,5.34,0.05
615.23,89.07,0.86,98.87,0.85,107.17,0.86,112.88,0.85,115.07,0.87,9.90,0.76,12.68,0.45,10.97,0.29,9.24,0.13,5.31,0.05
619.00,84.17,0.82,98.60,0.85,102.53,0.82,113.86,0.86,118.77,0.90,9.48,0.72,13.52,0.49,10.81,0.28,8.92,0.12,5.40,0.06
622.78,74.39,0.72,95.07,0.82,100.25,0.80,115.12,0.87,115.13,0.87,9.32,0.70,13.41,0.48,10.44,0.27,8.17,0.10,5.95,0.07
626.55,67.37,0.65,89.11,0.77,100.31,0.80,114.69,0.86,109.38,0.82,9.71,0.74,13.16,0.47,10.53,0.27,8.26,0.10,6.32,0.08
630.33,64.22,0.62,86.99,0.75,100.00,0.80,111.83,0.84,111.60,0.84,9.89,0.76,13.48,0.49,11.31,0.30,7.73,0.09,6.48,0.08
634.10,60.96,0.59,85.63,0.74,98.50,0.79,114.14,0.86,111.87,0.84,9.78,0.75,13.50,0.49,12.16,0.34,7.95,0.09,6.60,0.09
637.88,60.30,0.58,87.56,0.76,99.08,0.79,109.77,0.82,111.73,0.84,10.04,0.77,13.01,0.46,12.86,0.36,8.28,0.10,6.00,0.07
641.65,56.77,0.55,87.23,0.75,100.62,0.80,107.72,0.81,109.20,0.82,9.81,0.75,13.20,0.47,11.93,0.33,8.03,0.09,5.64,0.06
645.42,54.29,0.53,86.38,0.74,95.37,0.76,109.24,0.82,97.82,0.72,9.54,0.72,14.32,0.52,11.82,0.32,8.07,0.10,5.69,0.06
649.20,56.74,0.55,83.95,0.72,92.00,0.73,112.42,0.85,101.35,0.75,9.79,0.75,15.95,0.60,11.23,0.30,7.61,0.08,5.59,0.06
652.97,58.59,0.57,83.74,0.72,92.49,0.74,109.81,0.82,101.74,0.76,10.16,0.78,15.67,0.58,10.14,0.26,7.78,0.09,5.65,0.06
656.75,60.87,0.59,79.91,0.69,91.94,0.73,109.54,0.82,101.81,0.76,10.35,0.80,14.65,0.54,10.08,0.25,7.48,0.08,5.79,0.07
660.52,63.66,0.62,81.93,0.71,92.43,0.74,106.67,0.80,104.08,0.78,10.33,0.80,14.18,0.52,10.65,0.28,7.02,0.07,5.82,0.07
664.30,70.16,0.68,79.88,0.69,87.17,0.69,105.43,0.79,104.05,0.78,9.75,0.74,13.45,0.48,10.82,0.28,6.63,0.06,5.89,0.07
668.07,72.89,0.71,77.38,0.67,84.67,0.67,102.62,0.76,104.25,0.78,9.98,0.77,13.09,0.47,10.48,0.27,7.15,0.07,5.54,0.06
671.84,71.16,0.69,81.76,0.70,82.73,0.65,100.14,0.74,100.87,0.75,9.35,0.71,12.86,0.46,10.30,0.26,7.89,0.09,5.30,0.05
675.62,71.66,0.69,83.17,0.72,84.22,0.67,101.07,0.75,97.02,0.72,8.79,0.65,12.96,0.46,10.36,0.27,7.58,0.08,5.19,0.05
679.39,75.77,0.73,85.05,0.73,87.47,0.69,102.68,0.76,96.58,0.71,9.06,0.68,13.23,0.47,10.12,0.26,7.49,0.08,4.95,0.04
683.17,73.99,0.72,81.40,0.70,89.32,0.71,104.19,0.78,98.58,0.73,9.09,0.68,13.38,0.48,10.55,0.27,7.83,0.09,5.57,0.06
686.94,72.97,0.71,80.75,0.70,93.89,0.75,103.20,0.77,100.69,0.75,9.11,0.68,13.53,0.49,10.44,0.27,7.65,0.08,5.78,0.06
690.72,68.05,0.66,76.61,0.66,96.55,0.77,99.67,0.74,93.89,0.69,8.66,0.64,13.59,0.49,10.41,0.27,7.58,0.08,6.01,0.07
694.49,66.76,0.65,79.51,0.68,98.21,0.78,101.72,0.76,97.62,0.72,8.19,0.59,13.26,0.48,9.93,0.25,8.35,0.10,6.57,0.08
698.27,64.71,0.63,81.46,0.70,102.41,0.82,103.64,0.77,100.75,0.75,7.62,0.54,13.09,0.47,10.15,0.26,8.84,0.11,6.28,0.08
702.04,67.48,0.65,86.95,0.75,100.01,0.80,102.24,0.76,101.61,0.76,7.19,0.50,12.02,0.42,10.70,0.28,8.50,0.11,5.93,0.07
705.81,68.40,0.66,86.12,0.74,101.03,0.81,108.29,0.81,100.35,0.75,7.12,0.49,11.32,0.39,11.19,0.30,8.17,0.10,5.69,0.06
709.59,68.21,0.66,84.29,0.73,99.57,0.79,108.38,0.81,100.95,0.75,7.96,0.57,11.02,0.37,10.72,0.28,8.27,0.10,5.82,0.07
713.36,67.34,0.65,83.91,0.72,93.44,0.74,108.18,0.81,104.22,0.78,9.08,0.68,10.53,0.35,10.56,0.27,8.37,0.10,5.65,0.06
717.14,63.94,0.62,84.78,0.73,82.31,0.65,104.24,0.78,108.72,0.82,9.20,0.69,10.78,0.36,9.93,0.25,7.85,0.09,5.60,0.06
720.91,63.45,0.61,82.78,0.71,80.54,0.64,106.39,0.80,111.41,0.84,9.58,0.73,12.34,0.43,9.99,0.25,8.22,0.10,5.49,0.06
724.69,59.36,0.57,82.22,0.71,80.71,0.64,106.41,0.80,109.86,0.82,9.72,0.74,13.25,0.47,11.59,0.31,8.57,0.11,5.53,0.06
728.46,59.28,0.57,83.72,0.72,78.77,0.62,102.42,0.76,110.78,0.83,10.32,0.80,13.93,0.51,11.97,0.33,8.60,0.11,5.45,0.06
732.24,59.75,0.58,80.94,0.70,82.20,0.65,103.04,0.77,111.97,0.84,10.37,0.80,14.10,0.51,12.26,0.34,8.74,0.11,6.06,0.07
736.01,62.24,0.60,74.07,0.64,88.72,0.70,107.30,0.80,112.61,0.85,10.99,0.86,14.08,0.51,11.99,0.33,7.92,0.09,6.39,0.08
739.78,66.90,0.65,70.45,0.61,93.56,0.74,105.74,0.79,113.98,0.86,11.11,0.87,13.62,0.49,11.60,0.31,8.18,0.10,6.74,0.09
743.56,68.50,0.66,74.17,0.64,98.06,0.78,106.50,0.80,108.99,0.82,10.36,0.80,14.21,0.52,12.30,0.34,8.43,0.10,7.05,0.10
747.33,74.28,0.72,75.65,0.65,99.88,0.80,108.47,0.81,106.59,0.80,10.06,0.77,15.51,0.58,12.74,0.36,8.57,0.11,7.42,0.11
751.11,78.72,0.76,79.24,0.68,101.43,0.81,112.95,0.85,107.29,0.80,10.39,0.81,16.27,0.61,13.56,0.39,10.21,0.15,7.99,0.12
754.88,79.41,0.77,83.67,0.72,98.00,0.78,110.78,0.83,107.77,0.81,10.36,0.80,17.09,0.65,13.47,0.39,10.74,0.16,8.12,0.12
758.66,74.29,0.72,87.08,0.75,98.26,0.78,108.26,0.81,107.55,0.81,10.99,0.86,16.85,0.64,14.07,0.41,11.09,0.17,7.91,0.12
762.43,69.00,0.67,90.93,0.78,99.27,0.79,105.47,0.79,106.45,0.80,11.18,0.88,15.75,0.59,14.63,0.43,11.07,0.17,7.18,0.10
766.21,68.76,0.67,88.92,0.77,99.16,0.79,104.21,0.78,110.05,0.83,10.56,0.82,15.86,0.59,14.15,0.42,11.73,0.19,6.85,0.09
769.98,73.44,0.71,85.73,0.74,101.73,0.81,104.76,0.78,113.49,0.86,9.49,0.72,16.61,0.63,14.69,0.44,12.83,0.22,6.44,0.08
773.75,75.46,0.73,84.53,0.73,101.78,0.81,109.11,0.82,111.57,0.84,9.49,0.72,16.50,0.62,14.58,0.43,13.08,0.22,6.01,0.07
777.53,69.46,0.67,83.77,0.72,99.75,0.80,109.32,0.82,110.36,0.83,9.62,0.73,16.28,0.61,15.35,0.46,12.93,0.22,6.66,0.09
781.30,65.29,0.63,79.94,0.69,97.43,0.78,111.17,0.83,107.94,0.81,10.11,0.78,16.75,0.63,15.03,0.45,10.91,0.17,6.80,0.09
785.08,63.49,0.61,76.17,0.66,100.40,0.80,110.80,0.83,115.63,0.87,10.26,0.79,17.35,0.66,14.70,0.44,9.87,0.14,7.26,0.10
788.85,61.05,0.59,78.62,0.68,101.33,0.81,112.14,0.84,115.82,0.87,10.51,0.82,17.65,0.67,14.01,0.41,10.07,0.15,7.77,0.11
792.63,59.89,0.58,76.41,0.66,102.94,0.82,111.63,0.84,113.68,0.86,10.13,0.78,18.75,0.72,14.58,0.43,10.68,0.16,7.17,0.10
796.40,58.19,0.56,79.27,0.68,107.75,0.86,111.31,0.84,118.82,0.90,10.08,0.78,19.02,0.73,14.63,0.43,11.06,0.17,6.88,0.09
800.17,60.15,0.58,81.02,0.70,111.33,0.89,106.96,0.80,114.86,0.87,9.69,0.74,19.63,0.76,14.33,0.42,11.06,0.17,7.10,0.10
803.95,61.71,0.60,84.08,0.72,114.52,0.92,107.84,0.81,113.06,0.85,9.24,0.69,20.05,0.78,14.87,0.44,10.48,0.16,6.92,0.09
807.72,63.13,0.61,91.65,0.79,109.13,0.88,115.41,0.87,114.18,0.86,9.08,0.68,19.62,0.76,16.03,0.49,10.29,0.15,6.42,0.08
811.50,65.19,0.63,92.20,0.80,107.22,0.86,121.21,0.92,114.67,0.86,8.94,0.67,18.72,0.72,15.61,0.47,10.30,0.15,6.70,0.09
815.27,69.38,0.67,90.13,0.78,105.48,0.84,121.63,0.92,119.98,0.91,9.55,0.72,17.33,0.66,14.71,0.44,9.87,0.14,6.92,0.09
819.05,70.52,0.68,88.55,0.76,105.38,0.84,123.14,0.93,120.46,0.91,9.88,0.76,15.75,0.59,14.19,0.42,10.92,0.17,7.48,0.11
822.82,71.39,0.69,87.54,0.75,106.29,0.85,123.95,0.94,121.66,0.92,9.84,0.75,14.22,0.52,13.95,0.41,11.70,0.19,7.35,0.10
826.60,72.00,0.70,87.98,0.76,106.52,0.85,121.06,0.92,119.55,0.91,9.65,0.73,14.05,0.51,14.06,0.41,11.41,0.18,6.77,0.09
830.37,68.24,0.66,87.48,0.75,103.98,0.83,124.43,0.94,121.48,0.92,9.49,0.72,14.28,0.52,13.75,0.40,11.75,0.19,6.39,0.08
834.14,65.87,0.64,90.88,0.78,102.31,0.82,121.15,0.92,124.15,0.94,9.15,0.69,14.43,0.53,12.61,0.35,11.13,0.17,6.43,0.08
837.92,61.72,0.60,93.76,0.81,105.48,0.84,115.75,0.87,122.03,0.93,9.28,0.70,15.59,0.58,11.94,0.33,9.32,0.13,6.62,0.09
841.69,63.09,0.61,91.33,0.79,105.34,0.84,117.27,0.89,120.62,0.91,8.95,0.67,16.79,0.63,11.27,0.30,8.54,0.11,6.18,0.07
845.47,63.49,0.61,91.02,0.79,107.32,0.86,117.97,0.89,116.82,0.88,8.50,0.62,16.88,0.64,10.98,0.29,8.62,0.11,5.78,0.06
849.24,65.96,0.64,88.47,0.76,108.32,0.87,121.20,0.92,119.04,0.90,9.20,0.69,16.11,0.60,10.92,0.29,8.92,0.12,6.10,0.07
853.02,66.30,0.64,89.69,0.77,106.90,0.86,118.48,0.90,120.69,0.92,9.05,0.68,16.35,0.61,11.61,0.31,9.15,0.12,6.29,0.08
856.79,67.36,0.65,90.64,0.78,110.52,0.89,120.51,0.91,120.52,0.91,8.35,0.61,15.43,0.57,11.64,0.32,9.22,0.12,6.21,0.08
860.57,72.58,0.70,90.92,0.78,112.16,0.90,123.79,0.94,118.65,0.90,8.46,0.62,14.03,0.51,12.66,0.36,9.11,0.12,5.89,0.07
864.34,78.61,0.76,93.02,0.80,112.34,0.90,124.99,0.95,113.87,0.86,8.97,0.67,13.33,0.48,13.57,0.39,9.11,0.12,5.60,0.06
868.11,77.75,0.75,92.79,0.80,115.37,0.93,121.84,0.92,112.35,0.85,9.18,0.69,13.63,0.49,14.05,0.41,8.88,0.12,5.77,0.06
871.89,76.75,0.74,91.36,0.79,109.18,0.88,120.10,0.91,116.42,0.88,8.65,0.64,14.10,0.51,14.30,0.42,8.54,0.11,6.13,0.07
875.66,76.05,0.74,91.88,0.79,105.38,0.84,122.08,0.93,124.42,0.95,8.28,0.60,14.64,0.54,13.28,0.38,8.38,0.10,6.11,0.07
879.44,77.66,0.75,90.96,0.78,107.40,0.86,122.43,0.93,120.83,0.92,7.87,0.56,15.08,0.56,12.60,0.35,9.06,0.12,5.88,0.07
883.21,74.82,0.72,92.73,0.80,110.27,0.88,122.53,0.93,120.99,0.92,7.73,0.55,15.24,0.56,12.42,0.35,9.12,0.12,6.23,0.08
886.99,75.26,0.73,97.41,0.84,113.59,0.91,125.78,0.96,122.81,0.93,8.47,0.62,16.35,0.61,12.58,0.35,8.45,0.11,7.04,0.10
890.76,76.64,0.74,98.89,0.85,112.10,0.90,128.61,0.98,130.82,1.00,9.46,0.72,16.55,0.62,12.42,0.35,8.64,0.11,7.62,0.11
894.54,77.37,0.75,98.05,0.85,107.60,0.86,124.75,0.95,129.15,0.99,9.89,0.76,16.35,0.61,12.83,0.36,9.18,0.12,7.76,0.11
898.31,73.81,0.71,96.27,0.83,106.15,0.85,128.84,0.98,122.29,0.93,10.17,0.78,17.11,0.65,13.31,0.38,8.76,0.11,7.63,0.11
902.08,72.77,0.70,98.74,0.85,105.17,0.84,126.56,0.96,120.12,0.91,10.27,0.79,16.56,0.62,13.91,0.41,8.53,0.11,7.65,0.11
905.86,75.78,0.73,97.93,0.85,106.36,0.85,124.85,0.95,117.89,0.89,10.08,0.78,15.10,0.56,13.28,0.38,8.86,0.12,8.28,0.13
909.63,79.17,0.77,96.16,0.83,105.80,0.85,120.80,0.91,117.14,0.89,9.65,0.73,15.59,0.58,13.74,0.40,10.24,0.15,7.99,0.12
913.41,78.78,0.76,95.20,0.82,101.60,0.81,117.56,0.89,118.42,0.90,9.46,0.72,17.17,0.65,13.20,0.38,10.24,0.15,7.36,0.10
917.18,77.63,0.75,96.35,0.83,100.59,0.80,117.77,0.89,121.16,0.92,9.33,0.70,17.03,0.65,13.06,0.37,9.83,0.14,7.10,0.10
920.96,76.55,0.74,94.69,0.82,106.59,0.85,118.81,0.90,121.92,0.93,9.30,0.70,16.12,0.60,12.84,0.36,10.21,0.15,6.83,0.09
924.73,76.74,0.74,91.11,0.79,108.92,0.87,114.11,0.86,118.86,0.90,9.07,0.68,16.10,0.60,12.22,0.34,10.61,0.16,6.69,0.09
928.50,71.03,0.69,88.90,0.77,108.64,0.87,113.98,0.86,120.75,0.92,8.87,0.66,15.40,0.57,11.86,0.32,10.42,0.16,6.38,0.08
932.28,67.01,0.65,87.46,0.75,110.56,0.89,120.32,0.91,116.82,0.88,9.03,0.67,15.04,0.56,11.49,0.31,11.37,0.18,6.52,0.08
936.05,69.18,0.67,87.83,0.76,111.18,0.89,125.48,0.95,117.76,0.89,8.86,0.66,14.11,0.51,11.01,0.29,11.58,0.18,6.87,0.09
939.83,71.66,0.69,90.54,0.78,109.05,0.87,125.46,0.95,117.03,0.88,8.92,0.66,12.92,0.46,10.70,0.28,10.52,0.16,6.82,0.09
943.60,75.09,0.73,91.93,0.79,109.74,0.88,124.55,0.95,118.72,0.90,8.99,0.67,11.75,0.41,10.63,0.28,10.06,0.15,6.69,0.09
947.38,74.35,0.72,92.88,0.80,109.36,0.88,124.11,0.94,123.78,0.94,8.79,0.65,10.44,0.35,10.60,0.27,10.84,0.17,7.28,0.10
951.15,72.74,0.70,90.97,0.79,112.38,0.90,118.25,0.89,122.59,0.93,8.23,0.60,10.46,0.35,11.40,0.31,10.81,0.17,7.64,0.11
954.93,71.16,0.69,89.80,0.77,113.76,0.91,119.67,0.91,121.03,0.92,8.00,0.58,11.31,0.39,11.48,0.31,10.13,0.15,7.43,0.11
958.70,72.22,0.70,94.84,0.82,111.55,0.90,123.98,0.94,123.65,0.94,7.53,0.53,13.21,0.47,11.21,0.30,9.45,0.13,6.80,0.09
962.47,70.71,0.68,97.58,0.84,112.25,0.90,125.30,0.95,121.82,0.92,7.47,0.52,14.97,0.55,12.55,0.35,8.58,0.11,6.55,0.08
966.25,68.91,0.67,100.87,0.87,112.26,0.90,125.52,0.95,119.66,0.91,8.38,0.61,16.78,0.63,13.87,0.40,8.46,0.11,5.97,0.07
970.02,70.87,0.69,103.60,0.90,109.11,0.87,122.61,0.93,119.02,0.90,9.06,0.68,17.95,0.69,14.39,0.42,8.55,0.11,5.64,0.06
973.80,70.73,0.69,100.62,0.87,107.05,0.86,123.10,0.93,120.54,0.91,9.31,0.70,18.96,0.73,15.27,0.46,9.30,0.13,5.77,0.06
977.57,72.54,0.70,102.03,0.88,111.00,0.89,118.50,0.90,122.81,0.93,9.60,0.73,18.51,0.71,15.04,0.45,10.17,0.15,6.33,0.08
981.35,72.28,0.70,95.38,0.82,111.02,0.89,122.21,0.93,122.20,0.93,9.23,0.69,19.11,0.74,15.01,0.45,10.54,0.16,6.36,0.08
985.12,71.86,0.70,91.95,0.79,109.56,0.88,124.07,0.94,122.04,0.93,9.81,0.75,19.24,0.74,13.94,0.41,10.47,0.16,6.35,0.08
988.90,67.57,0.65,92.43,0.80,112.75,0.91,120.93,0.92,123.31,0.94,10.12,0.78,19.62,0.76,13.55,0.39,10.43,0.16,7.06,0.10
992.67,63.03,0.61,95.66,0.83,111.20,0.89,119.73,0.91,126.08,0.96,10.28,0.79,18.82,0.73,14.10,0.41,11.14,0.17,8.03,0.12
996.44,66.14,0.64,95.11,0.82,114.53,0.92,123.24,0.93,128.16,0.98,11.01,0.86,18.13,0.69,14.52,0.43,10.46,0.16,9.57,0.16
1000.20,65.09,0.63,92.06,0.79,115.07,0.92,126.14,0.96,124.35,0.95,11.48,0.91,19.14,0.74,14.67,0.44,9.51,0.13,10.06,0.17
1004.00,68.99,0.67,90.87,0.78,115.55,0.93,129.36,0.99,122.34,0.93,11.91,0.95,19.73,0.77,15.09,0.45,9.58,0.13,9.89,0.17
1007.80,72.20,0.70,96.09,0.83,122.30,0.99,128.18,0.98,119.94,0.91,11.60,0.92,19.97,0.78,15.34,0.46,10.86,0.17,9.60,0.16
1011.50,74.76,0.72,96.94,0.84,121.22,0.98,125.64,0.95,122.34,0.93,11.33,0.90,20.40,0.80,15.89,0.48,12.48,0.21,9.19,0.15
1015.30,78.46,0.76,97.98,0.85,116.45,0.94,122.61,0.93,122.25,0.93,11.42,0.90,20.57,0.80,17.59,0.55,14.12,0.25,8.21,0.12
1019.10,76.81,0.74,102.90,0.89,110.92,0.89,123.09,0.93,122.42,0.93,10.94,0.86,22.02,0.87,17.92,0.56,14.07,0.25,7.48,0.11
1022.90,74.38,0.72,98.64,0.85,107.46,0.86,123.07,0.93,120.71,0.92,9.91,0.76,23.50,0.94,18.29,0.58,13.58,0.24,7.00,0.10
1026.60,73.13,0.71,98.65,0.85,103.03,0.82,120.53,0.91,119.28,0.90,9.63,0.73,24.90,1.00,18.66,0.59,11.96,0.19,6.87,0.09
1030.40,72.55,0.70,99.31,0.86,104.15,0.83,121.26,0.92,117.87,0.89,9.27,0.70,24.47,0.98,17.11,0.53,10.62,0.16,6.87,0.09
1034.20,73.37,0.71,99.11,0.86,104.56,0.84,121.52,0.92,117.20,0.89,9.19,0.69,24.40,0.98,17.14,0.53,11.40,0.18,6.99,0.09
1038.00,73.16,0.71,100.26,0.87,103.13,0.82,118.43,0.89,118.88,0.90,9.58,0.73,24.27,0.97,17.36,0.54,11.63,0.19,7.29,0.10
1041.70,73.59,0.71,99.10,0.86,102.41,0.82,119.58,0.90,115.28,0.87,10.32,0.80,24.55,0.98,18.48,0.59,11.77,0.19,7.00,0.10
1045.50,71.83,0.70,99.51,0.86,102.11,0.82,119.05,0.90,114.87,0.87,10.46,0.81,23.98,0.96,19.60,0.63,12.07,0.20,7.30,0.10
1049.30,70.31,0.68,100.35,0.87,105.72,0.85,114.20,0.86,116.90,0.88,11.20,0.88,22.86,0.91,19.66,0.63,11.65,0.19,7.65,0.11
1053.10,73.88,0.72,96.39,0.83,110.12,0.88,117.35,0.89,119.15,0.90,11.21,0.88,22.72,0.90,20.18,0.65,12.14,0.20,7.74,0.11
1056.80,70.87,0.69,96.47,0.83,118.13,0.95,117.65,0.89,119.37,0.90,10.89,0.85,21.88,0.86,19.39,0.62,12.36,0.20,7.44,0.11
1060.60,70.20,0.68,94.52,0.82,118.51,0.95,119.26,0.90,118.77,0.90,10.19,0.79,19.98,0.78,17.62,0.55,13.04,0.22,7.25,0.10
1064.40,75.05,0.73,94.50,0.82,115.01,0.92,118.36,0.89,121.06,0.92,10.75,0.84,20.57,0.81,15.99,0.49,13.23,0.23,6.75,0.09
1068.20,77.51,0.75,96.34,0.83,106.48,0.85,117.98,0.89,126.13,0.96,10.73,0.84,20.41,0.80,14.81,0.44,11.87,0.19,6.48,0.08
1071.90,78.14,0.76,96.24,0.83,105.52,0.84,122.76,0.93,129.63,0.99,10.75,0.84,21.00,0.82,15.05,0.45,10.80,0.16,7.23,0.10
1075.70,76.81,0.74,98.79,0.85,111.39,0.89,127.87,0.97,128.37,0.98,10.33,0.80,21.60,0.85,17.31,0.54,10.07,0.15,8.82,0.14
1079.50,74.14,0.72,96.68,0.84,109.81,0.88,126.89,0.96,124.51,0.95,9.94,0.76,21.14,0.83,19.01,0.61,10.80,0.16,9.85,0.17
1083.30,73.56,0.71,91.76,0.79,112.28,0.90,128.94,0.98,118.36,0.90,10.19,0.79,19.22,0.74,19.92,0.64,11.55,0.18,9.70,0.16
1087.00,74.45,0.72,93.33,0.81,113.05,0.91,128.89,0.98,117.91,0.89,10.55,0.82,18.13,0.69,19.34,0.62,12.74,0.21,9.51,0.16
1090.80,73.34,0.71,97.47,0.84,111.83,0.90,127.38,0.97,120.77,0.92,10.83,0.85,17.53,0.67,19.51,0.63,13.48,0.23,10.58,0.18
1094.60,70.99,0.69,98.61,0.85,110.09,0.88,121.79,0.92,124.88,0.95,9.99,0.77,19.01,0.73,19.28,0.62,13.86,0.24,11.47,0.21
1098.40,73.12,0.71,97.50,0.84,107.96,0.87,120.61,0.91,121.11,0.92,9.85,0.75,20.31,0.79,18.46,0.59,14.00,0.25,11.55,0.21
1102.10,76.35,0.74,95.35,0.82,104.36,0.84,118.08,0.89,120.11,0.91,9.70,0.74,21.17,0.83,16.68,0.51,14.02,0.25,11.10,0.20
1105.90,74.79,0.72,94.29,0.81,106.90,0.86,119.63,0.90,119.45,0.90,9.85,0.75,22.14,0.88,16.08,0.49,14.45,0.26,10.11,0.17
1109.70,70.32,0.68,92.45,0.80,104.01,0.83,118.03,0.89,124.71,0.95,9.98,0.77,22.28,0.88,16.28,0.50,14.69,0.26,9.03,0.15
1113.50,68.63,0.66,91.09,0.79,106.92,0.86,120.62,0.91,127.07,0.97,10.15,0.78,20.76,0.81,16.53,0.51,13.69,0.24,8.34,0.13
1117.20,70.28,0.68,87.13,0.75,106.97,0.86,125.88,0.96,127.16,0.97,10.33,0.80,19.68,0.76,17.33,0.54,12.95,0.22,8.07,0.12
1121.00,70.96,0.69,85.93,0.74,107.49,0.86,121.90,0.92,122.77,0.93,10.05,0.77,19.61,0.76,16.40,0.50,13.32,0.23,7.53,0.11
1124.80,68.29,0.66,85.46,0.74,106.87,0.86,121.43,0.92,122.99,0.93,9.75,0.74,18.44,0.71,14.67,0.44,13.98,0.25,7.79,0.11
1128.50,66.87,0.65,81.88,0.71,108.11,0.87,124.59,0.95,120.24,0.91,8.77,0.65,16.73,0.63,14.47,0.43,13.52,0.23,8.26,0.13
1132.30,68.59,0.66,81.10,0.70,108.60,0.87,130.92,1.00,118.76,0.90,8.34,0.61,15.41,0.57,15.52,0.47,13.79,0.24,8.38,0.13
1136.10,68.69,0.67,85.59,0.74,112.05,0.90,123.14,0.93,119.26,0.90,8.60,0.63,15.27,0.57,16.40,0.50,14.22,0.25,8.51,0.13
1139.90,66.93,0.65,91.86,0.79,113.18,0.91,120.69,0.91,121.25,0.92,8.72,0.64,15.87,0.59,16.34,0.50,14.13,0.25,8.22,0.13
1143.60,70.10,0.68,94.57,0.82,112.14,0.90,117.59,0.89,121.95,0.93,8.76,0.65,16.10,0.60,15.00,0.45,13.25,0.23,8.51,0.13
1147.40,70.67,0.68,94.22,0.81,110.63,0.89,121.77,0.92,118.35,0.90,8.40,0.61,17.61,0.67,14.13,0.41,12.31,0.20,8.23,0.13
1151.20,73.08,0.71,95.28,0.82,112.89,0.91,128.58,0.98,114.43,0.86,7.98,0.57,17.94,0.69,13.36,0.38,12.02,0.20,7.94,0.12
1155.00,74.36,0.72,103.63,0.90,112.49,0.90,131.12,1.00,114.67,0.86,8.44,0.62,17.34,0.66,12.26,0.34,11.30,0.18,6.74,0.09
1158.70,75.28,0.73,103.92,0.90,108.86,0.87,128.52,0.98,117.53,0.89,8.72,0.64,15.94,0.60,12.32,0.34,10.86,0.17,6.08,0.07
1162.50,73.46,0.71,103.67,0.90,104.10,0.83,125.80,0.96,122.05,0.93,9.06,0.68,14.74,0.54,13.65,0.40,10.11,0.15,5.72,0.06
1166.30,70.05,0.68,98.19,0.85,105.82,0.85,121.52,0.92,120.47,0.91,8.76,0.65,14.29,0.52,14.02,0.41,9.60,0.13,5.76,0.06
1170.10,72.52,0.70,98.30,0.85,104.33,0.83,120.93,0.92,123.72,0.94,7.98,0.57,14.67,0.54,13.31,0.38,8.55,0.11,5.83,0.07
1173.80,72.98,0.71,97.95,0.85,104.96,0.84,121.03,0.92,125.65,0.96,7.82,0.56,15.32,0.57,12.37,0.34,7.44,0.08,6.33,0.08
1177.60,74.90,0.73,98.43,0.85,102.15,0.82,116.22,0.88,126.54,0.96,7.48,0.53,14.93,0.55,11.90,0.33,7.19,0.07,6.44,0.08
1181.40,73.04,0.71,97.11,0.84,99.12,0.79,117.02,0.88,118.93,0.90,7.10,0.49,14.37,0.53,11.98,0.33,7.61,0.08,6.66,0.09
